level,agent_idx
1.285267791334598e-140,0
9.059247033625963e-177,1
3.0833310489819195e-156,2
0.0272609118447509,3
6.528223679780427e-144,4
1.6147832259259443e-115,5
3.561937332324823e-207,6
4.148075075904685e-87,7
0.02665365192270218,8
2.8220686727517036e-120,9
4.4603537273972925e-139,10
9.262349708874741e-97,11
0.6007046790907973,12
1.3166657652524368e-74,13
1.0640976697362543e-133,14
1.7830925483450504e-131,15
1.2712408203438768e-109,16
0.05428193297730649,17
8.55673033997205e-139,18
9.884079908103338e-111,19
1.699302708730066e-131,20
0.17136724936343353,21
1.8814904238225838e-152,22
3.2700056059407953e-188,23
0.15475869633481357,24
9.330836066935145e-87,25
0.08268384088002882,26
0.08874216326351694,27
1.8690782351145166e-107,28
1.3406914633686267e-56,29
1.7515325075587375e-104,30
7.998982809092726e-131,31
1.5076339856282686e-93,32
0.14606186060774998,33
0.2271595363875057,34
6.164278208831804e-102,35
0.01501266995574826,36
2.372731691913829e-230,37
2.5049967455878715e-207,38
0.06462048096793592,39
1.5297705324117077e-199,40
0.2839652470000063,41
3.747147706979196e-168,42
5.7633002151466166e-114,43
0.0033954507424894236,44
1.6932440283591851e-193,45
4.859588598657148e-98,46
1.1415012004726392e-42,47
6.94061899039612e-117,48
0.0,49
0.2908216192153848,50
9.206645491871791e-98,51
6.825377869846488e-113,52
2.3094746558901693e-62,53
2.112113937434323e-120,54
0.13204280700286555,55
0.04302022356589396,56
0.12830531370610154,57
5.156946934579939e-85,58
1.0891001102603376e-208,59
4.750531195878721e-138,60
2.5174857157679146e-61,61
4.296981612885003e-155,62
0.11297214587244003,63
9.425408702090127e-171,64
0.5969711134876444,65
0.15067004492544986,66
0.397926080767295,67
1.5707389605758658e-103,68
1.5252097553603505e-118,69
1.1866491189936019e-59,70
0.0,71
7.421810005949906e-127,72
1.408e-320,73
2.9585421304487584e-138,74
2.1527170564269646e-102,75
0.0,76
0.0,77
2.2821310663378433e-65,78
0.0,79
0.0,80
0.05796072234021696,81
0.4089571754700364,82
0.0,83
2.4402147904677706e-20,84
0.0687446536519201,85
0.0,86
0.0,87
1.318638812797037e-117,88
1.3825879771124389e-101,89
0.4089333047739763,90
0.0,91
2.2782994262193423e-35,92
0.8655778100568073,93
0.0,94
6.246513256539324e-222,95
2.5202133119033445e-64,96
0.44510114995433786,97
0.034595038768019754,98
3.9992865615080564e-16,99
5.4258767237021174e-90,100
1.5866756412072334e-58,101
1.5290418149177524e-68,102
0.8780907635818663,103
0.057274293906808806,104
4.5631767920792647e-113,105
0.999999999999995,106
0.19385677145153035,107
0.9999999999999948,108
1.607499693363748e-48,109
1.7664893839411408e-34,110
0.9999999999999969,111
0.9999999999999899,112
0.9999999999999674,113
0.17465485840843514,114
1.639272070671223e-87,115
0.23247651961404606,116
0.9999999999999986,117
2.5316272819369947e-44,118
1.3091455071775454e-143,119
0.04359413912530017,120
0.0752995901127559,121
4.574209435366914e-79,122
0.0,123
3.784564246983386e-105,124
9.009808253006314e-14,125
0.05938240278635707,126
0.0,127
1.7251401549552724e-147,128
0.6523400689686341,129
0.0,130
5.411695729671195e-80,131
3.1947068895423585e-08,132
3.6071671286753805e-161,133
0.0,134
2.0498072211707412e-97,135
0.11339155211096225,136
1.76069487447115e-71,137
0.1118975276651577,138
1.2051893428368911e-83,139
0.086420624955992,140
0.0,141
0.0386843229851843,142
1.713558049648682e-98,143
4.032871450482748e-101,144
6.050365582195161e-142,145
0.040248517685780666,146
0.9197132998563816,147
4.896761737250264e-153,148
1.7658089082578444e-122,149
0.0,150
0.0,151
0.0,152
2.0356759559809293e-166,153
0.0,154
0.0021510414243162824,155
9.234896284450575e-159,156
3.48214312303317e-185,157
0.39362863358869743,158
6.068012199024401e-79,159
4.725250445232037e-16,160
0.0,161
6.092201873353551e-47,162
0.039776232443844414,163
