level,agent_idx
0.3592193430597967,0
1.7509574251725322e-15,1
0.7468548431104598,2
3.144647572140348e-15,3
0.8795679702923828,4
0.7405346376089272,5
0.5259690756075872,6
0.48586937944601466,7
0.32170256665576263,8
0.3574847996179185,9
0.4186943733789996,10
0.4790094199096211,11
0.3435430246854098,12
0.139364429718603,13
0.3034184302825405,14
0.65866879546712,15
0.34983527024845995,16
0.31716706074676904,17
0.19334879041376019,18
0.5425315715622561,19
0.44986288314231415,20
0.47561695966927287,21
0.388361969087007,22
3.307756988685373e-05,23
0.9998861126044787,24
0.9878510649325462,25
0.3254157678747918,26
0.6857633437160183,27
0.5985623780802142,28
0.22232632370111977,29
0.4835505137693832,30
0.4042236284293124,31
0.30329214790014686,32
0.6700672032837162,33
0.6339749520326573,34
2.5309503999900472e-11,35
0.6400178467301259,36
3.784894150770249e-06,37
0.2131406513556986,38
1.0,39
0.40598883857449924,40
1.0,41
0.9999812475757607,42
0.9999999981705727,43
0.10297116820320044,44
0.4657601473499399,45
0.2577277396942365,46
5.791457637722862e-29,47
0.3685126634924702,48
8.210726894279766e-08,49
1.556992535772395e-11,50
1.819638666403299e-24,51
0.9998288307516577,52
0.9999999117146838,53
0.4829769205310309,54
0.6240412122856,55
0.3961256913714064,56
0.4373316407981245,57
0.30488642726744575,58
0.9998726030126177,59
0.7040269158319873,60
0.4657968639756321,61
0.6933959519630644,62
0.7628063313402577,63
5.478030998464032e-37,64
0.6455157451708543,65
1.0,66
0.611875195854136,67
0.14728214525066663,68
1.0,69
0.46804285126803635,70
0.9999999998869343,71
0.5548380392621364,72
0.21142133796210352,73
4.6431888437226126e-11,74
2.7121052704485827e-39,75
0.5168903155689049,76
1.3814937572328022e-20,77
2.5522657527939214e-06,78
1.0,79
0.4623871578073191,80
0.48031371754137603,81
0.2344787007105568,82
0.7060858300104194,83
0.5886867692076172,84
0.35041897250312376,85
9.91511495476149e-20,86
0.5125330525411083,87
3.847695704050719e-11,88
1.8745402027563533e-54,89
0.3595599351394494,90
0.5021134963922932,91
0.9999999999997579,92
1.444888346045457e-22,93
1.9873770736010399e-10,94
0.37182644263106807,95
0.39570872310085825,96
2.1718719564085615e-11,97
0.36144188657024556,98
0.0011349796107998735,99
6.162561194587158e-32,100
0.9997915727892671,101
0.999999889894185,102
0.2222469124508446,103
2.153908539093664e-45,104
0.9999999999914917,105
0.9999956335712378,106
1.4656584666891653e-36,107
0.7574258759941999,108
0.999999999848456,109
0.624256833926131,110
0.9999999999999614,111
2.7723467016843015e-24,112
5.770424241863929e-16,113
1.0,114
1.0,115
1.0,116
1.0,117
5.50893305177196e-25,118
2.797175331315225e-16,119
0.2824372004208519,120
0.9999999999999832,121
0.9989330988001516,122
0.9999294205697257,123
0.67065318849324,124
0.6401535646120732,125
0.4769789955022684,126
0.72295179427183,127
0.6345670541904308,128
0.3607639216343367,129
0.9848209029156824,130
0.9999999999734266,131
1.2398367125930584e-28,132
1.0,133
0.9999975313792384,134
0.34106101561375946,135
1.0,136
0.148420228129602,137
0.9999999999999999,138
1.0,139
8.479148219653959e-36,140
0.3420973409086976,141
0.8328416181136987,142
0.4280289791618395,143
0.3406360643631387,144
0.41800877276642945,145
0.7075220464871951,146
0.29424084792233324,147
0.6780963917538649,148
1.0,149
1.1601186485383571e-33,150
0.8191516688472492,151
0.5062445514175373,152
4.874682558894036e-15,153
0.2471706825808825,154
0.10474729104923379,155
0.5326806245960387,156
0.9999999998115447,157
0.8181368380572355,158
0.0004589994425957313,159
0.9999993270885192,160
1.1525147236133932e-41,161
0.3387156064693969,162
1.3590184686476391e-19,163
0.6700844777979877,164
3.881511665787602e-28,165
0.01613834645116339,166
0.9999998848595467,167
0.8573088053599737,168
1.5345923356157672e-26,169
0.5746438432701005,170
0.5525014947579997,171
0.7229758080627697,172
2.26077452260899e-46,173
0.505421648893316,174
0.36420305170115674,175
0.15839036983571383,176
1.0,177
1.6427847076704786e-32,178
2.832517829913808e-06,179
1.1037034450389371e-36,180
0.9999999989239166,181
4.4878311726446815e-07,182
1.9414078309770233e-51,183
0.5577933015768411,184
0.999999999999999,185
0.5277625038154824,186
1.0,187
0.5082350380471415,188
1.7319728874645314e-06,189
0.5150480582331758,190
0.9999999999999999,191
0.9999999956331246,192
0.30745002501054736,193
0.38591957365926427,194
0.9999999999999751,195
1.9019424139329906e-09,196
1.0,197
0.8453040862479184,198
1.0,199
2.9429971510961135e-12,200
0.5430208785959612,201
0.7454111754162017,202
0.37982498784933516,203
0.7124939004305283,204
5.531553830192075e-53,205
2.1162297753089444e-46,206
0.0002580302384520763,207
0.24455309382138263,208
1.0554827232572279e-20,209
0.45813788366210384,210
0.5106605908331833,211
3.418978601768819e-42,212
0.999999999958653,213
0.04058998727868692,214
1.1870238777219154e-36,215
0.8216182189565058,216
0.0022514323487498027,217
1.2108411997871682e-17,218
0.4451199048898028,219
2.2992839450099258e-14,220
7.528381553107657e-05,221
0.9999999999606871,222
0.24254630767420413,223
0.3770366309784302,224
1.0,225
0.38764724999511985,226
1.258837685781357e-15,227
0.7347270187692039,228
1.0,229
0.5307139925220318,230
8.30897773771909e-29,231
3.55293254327683e-46,232
5.413883727840447e-15,233
0.6072169500398956,234
0.3579996038728675,235
0.8907614546761397,236
1.0,237
0.7966612621308898,238
0.17680876566344547,239
9.059604307887187e-25,240
0.9999999999545126,241
0.2947973486580151,242
0.9999999999975181,243
1.0,244
1.0052836807028002e-30,245
3.760980084905707e-17,246
0.9999999999124489,247
1.0,248
1.0,249
0.22148283068572533,250
1.0,251
0.9999999989680124,252
0.27394539208717034,253
1.4370805833543991e-16,254
9.386958819587804e-35,255
0.8120620052276989,256
0.7948316615023566,257
0.6862373269753366,258
0.3938075462453648,259
0.4959967239538493,260
9.961497055294784e-29,261
0.1760533274361059,262
0.5042704336604114,263
0.283813592419748,264
0.9999999999896386,265
0.41977738924715413,266
0.7459568303182094,267
0.005110184478022405,268
0.9080179760915464,269
1.4840515196868016e-16,270
9.207163349947093e-09,271
5.812119370123169e-25,272
1.0,273
0.4212081337854689,274
0.9999999999926331,275
3.4558260517222285e-18,276
0.9939565627951006,277
1.0,278
0.40968800658127846,279
0.1794065590285619,280
0.9787280973208367,281
0.7174742368056718,282
2.2850895321520093e-40,283
2.90873713908965e-27,284
0.41238829925047216,285
0.5197619547665104,286
1.0,287
2.496723866860491e-68,288
1.0,289
1.0,290
0.9999999999994196,291
0.9999983393145098,292
1.0,293
1.0,294
2.58490212906542e-35,295
0.6667664357799371,296
1.0,297
1.0,298
1.0,299
1.0,300
1.0,301
4.744610112025657e-21,302
8.430181490036319e-23,303
1.0,304
0.9999999999999973,305
0.5411321307324315,306
6.681171545595409e-33,307
0.9999999999999762,308
1.4492415598041427e-44,309
0.832704419750561,310
0.21473305025574801,311
4.836205192330717e-13,312
0.1394645964009373,313
0.32898588944782625,314
0.9999999999999997,315
6.605505091598438e-75,316
1.4710691939866952e-15,317
0.443751435281151,318
0.5453813677608499,319
1.1100873226698246e-25,320
0.9999999999956063,321
0.9999999982038611,322
0.6352183820801534,323
1.0,324
1.0,325
1.0,326
1.0,327
0.5175867854219317,328
0.5931070185755665,329
6.340587791981734e-13,330
0.7925717273490162,331
0.9999999781383552,332
0.0006787697915419811,333
1.0,334
0.7686500957351312,335
0.4666597852651995,336
0.39817652977105616,337
1.269349017784996e-13,338
0.47403353396068665,339
1.0,340
2.765914688441266e-22,341
1.0,342
0.5728260226177525,343
0.9764413660927656,344
3.795145669943782e-11,345
0.641483092654028,346
4.017538758193058e-16,347
0.6057099706608062,348
1.567933267129212e-11,349
1.0,350
1.0,351
2.2526557171521664e-16,352
2.9201058233110545e-43,353
1.2096557171101818e-18,354
5.199071874472205e-07,355
0.9256395609234035,356
1.0,357
0.999995737060316,358
5.141520828890924e-16,359
0.9999999981917391,360
0.9874937363231959,361
0.7604693621004024,362
2.1467773841816146e-63,363
0.6217207929826915,364
0.6330443571172171,365
1.3576137276666961e-28,366
6.49342702071409e-33,367
1.8309663995064128e-73,368
1.0,369
3.7846817687858746e-51,370
0.3314306614186531,371
1.0,372
0.674457759917587,373
0.7565882238969381,374
0.25106229691388454,375
0.7086251824803772,376
1.609725816588416e-08,377
0.9999999988816739,378
4.912172706416666e-35,379
1.0,380
0.37245078185523633,381
2.026019932125641e-22,382
0.9999999999999994,383
8.532125070449778e-23,384
1.0,385
4.5895630048845274e-42,386
0.3326666881939629,387
0.3432842202344297,388
1.0,389
0.9999999999999981,390
0.37699067145212584,391
1.0,392
0.00015471038506912962,393
1.4048699533815406e-80,394
0.35194366431959045,395
1.0,396
1.0,397
5.63230130631791e-16,398
5.348612541572071e-23,399
0.3416013750660175,400
2.38969248251357e-05,401
0.7127328451611687,402
0.5584701130709284,403
0.9942839562042952,404
0.6849942160755262,405
2.740961337804089e-19,406
0.5025120251837368,407
1.365057400280365e-16,408
0.9999999999999792,409
1.0,410
0.006065374441196637,411
1.0,412
1.3803659006515533e-11,413
1.5287687910522147e-12,414
1.0,415
1.0,416
2.5389979076819193e-18,417
1.496726589227756e-29,418
0.00378974032236924,419
8.600945162703653e-75,420
0.00020726172899614243,421
5.086428533524007e-34,422
1.0383455344499809e-17,423
0.5716988560542638,424
3.8619987185438436e-07,425
3.5913022150555214e-39,426
1.0,427
0.000144979607144161,428
1.0,429
0.9999265663686265,430
0.00017315474211750107,431
0.9999999999963931,432
7.776905585931336e-05,433
1.6043665586951074e-08,434
2.2081651154779414e-28,435
0.5444131048749961,436
1.0,437
0.9119793184921697,438
0.9999995648392768,439
1.3535273753054488e-22,440
0.999999999999977,441
1.0,442
7.193421290070005e-22,443
1.0,444
0.5201277641619761,445
1.0,446
0.5302899629967935,447
3.827474579543738e-21,448
0.5451142077938779,449
0.6825715226909699,450
0.5760431600943514,451
0.24780488091640154,452
0.981369499497546,453
5.6168921239673425e-40,454
1.0,455
0.2769137572796335,456
1.0,457
1.6916805048097825e-29,458
7.137766128673167e-48,459
1.0,460
1.0,461
1.0,462
1.0,463
5.515131740330338e-11,464
2.982652875987903e-20,465
3.987399105391531e-60,466
0.23882899988179088,467
5.637898501709389e-15,468
0.9999999478102495,469
0.9365187203851599,470
0.34508506370934117,471
0.6180104269362052,472
1.2012748995189541e-19,473
7.668981483230812e-20,474
1.0,475
1.0,476
0.42527120365390275,477
0.9999999999903483,478
0.2594800488272991,479
2.923108699534163e-25,480
0.7582081356460606,481
0.6670053352581413,482
0.6374475091554482,483
9.655859461848329e-59,484
1.0,485
0.6755374403107588,486
0.4157031054631141,487
5.8578688918784996e-40,488
0.22366880401321754,489
0.36425133458668135,490
1.2931839604061343e-53,491
2.0574653042308455e-19,492
0.23852956412963475,493
3.994126396709677e-15,494
9.77448284554085e-13,495
0.0556211257959349,496
6.781229833198788e-23,497
1.0,498
3.2881207264427865e-70,499
